id,question,correct,option1,option2,option3,option4,option5,option6,option7,option8
1038,,1,,,,,,,,
1039,,1,,,,,,,,
1040,,1,,,,,,,,
1041,,1,,,,,,,,
1042,,1,,,,,,,,
1043,,1,,,,,,,,
1044,,1,,,,,,,,
1045,,1,,,,,,,,
1046,,1,,,,,,,,
1047,,1,,,,,,,,
1048,,1,,,,,,,,
1049,,1,,,,,,,,
1050,,1,,,,,,,,
1051,,1,,,,,,,,
1052,,1,,,,,,,,
1053,,1,,,,,,,,
1054,,1,,,,,,,,
1055,,1,,,,,,,,
1056,,1,,,,,,,,
1057,,1,,,,,,,,
1058,,1,,,,,,,,
1059,,1,,,,,,,,
1060,,1,,,,,,,,
1061,,1,,,,,,,,
1062,,1,,,,,,,,
1063,,1,,,,,,,,
1065,,1,,,,,,,,
1066,,1,,,,,,,,
1067,,1,,,,,,,,
1068,,1,,,,,,,,
1069,,1,,,,,,,,
1071,,1,,,,,,,,
1073,,1,,,,,,,,
1076,,1,,,,,,,,
1077,,1,,,,,,,,
1078,,1,,,,,,,,
1079,,1,,,,,,,,
1080,,1,,,,,,,,
1081,,1,,,,,,,,
1083,,1,,,,,,,,
1084,,1,,,,,,,,
1085,,1,,,,,,,,
1087,,1,,,,,,,,
1088,,1,,,,,,,,
1089,,1,,,,,,,,
1091,,1,,,,,,,,
1092,,1,,,,,,,,
1093,,1,,,,,,,,
1094,,1,,,,,,,,
1095,,1,,,,,,,,
1096,,1,,,,,,,,
1097,,1,,,,,,,,
1098,,1,,,,,,,,
1099,,1,,,,,,,,
1100,,1,,,,,,,,
1101,,1,,,,,,,,
1102,,1,,,,,,,,
1103,,1,,,,,,,,
1104,,1,,,,,,,,
1105,,1,,,,,,,,
10080,"Toutes les phrases sont grammaticalement correctes, mais certaines n'ont <i>pas</i> de sens.<br><br>Par exemple, « <b>Il danse son café tous les matins.</b> » n'a <i>pas</i> de sens.<br><br>Cliquez sur « ❌ Non ».<br><br>Ensuite, le test commence. Portez des écouteurs 🎧 et réglez le volume.",2,✅ Oui,❌ Non,,,,,,
10081,"Dans cette tâche, vous entendrez (👂) de courtes phrases. Toutes les phrases sont grammaticalement correctes, mais certaines ont du sens ; d'autres n'ont <i>pas</i> de sens.<br>Si la phrase a du sens, choisissez « ✅ Oui ».<br>Si la phrase n'a <i>pas</i> de sens, choisissez « ❌ Non ».<br><br>Par exemple, « <b>Ce café est très fort</b> » a du sens.<br><br>Cliquez sur « ✅ Oui »",1,✅ Oui,❌ Non,,,,,,
10010,,1,✅ Oui,❌ Non,,,,,,
10011,,2,✅ Oui,❌ Non,,,,,,
10020,,2,✅ Oui,❌ Non,,,,,,
10021,,1,✅ Oui,❌ Non,,,,,,
10030,,2,✅ Oui,❌ Non,,,,,,
10031,,1,✅ Oui,❌ Non,,,,,,
10040,,2,✅ Oui,❌ Non,,,,,,
10041,,1,✅ Oui,❌ Non,,,,,,
10090,,2,✅ Oui,❌ Non,,,,,,
10091,,1,✅ Oui,❌ Non,,,,,,
10110,,2,✅ Oui,❌ Non,,,,,,
10111,,1,✅ Oui,❌ Non,,,,,,
10120,,2,✅ Oui,❌ Non,,,,,,
10121,,1,✅ Oui,❌ Non,,,,,,
10130,,2,✅ Oui,❌ Non,,,,,,
10131,,1,✅ Oui,❌ Non,,,,,,
10160,,2,✅ Oui,❌ Non,,,,,,
10161,,1,✅ Oui,❌ Non,,,,,,
10170,,2,✅ Oui,❌ Non,,,,,,
10171,,1,✅ Oui,❌ Non,,,,,,
10200,,2,✅ Oui,❌ Non,,,,,,
10201,,1,✅ Oui,❌ Non,,,,,,
10210,,2,✅ Oui,❌ Non,,,,,,
10211,,1,✅ Oui,❌ Non,,,,,,
10230,,2,✅ Oui,❌ Non,,,,,,
10231,,1,✅ Oui,❌ Non,,,,,,
10250,,2,✅ Oui,❌ Non,,,,,,
10251,,1,✅ Oui,❌ Non,,,,,,
10270,,2,✅ Oui,❌ Non,,,,,,
10271,,1,✅ Oui,❌ Non,,,,,,
10300,,2,✅ Oui,❌ Non,,,,,,
10301,,1,✅ Oui,❌ Non,,,,,,
10320,,2,✅ Oui,❌ Non,,,,,,
10321,,1,✅ Oui,❌ Non,,,,,,
10370,,2,✅ Oui,❌ Non,,,,,,
10371,,1,✅ Oui,❌ Non,,,,,,
10390,,2,✅ Oui,❌ Non,,,,,,
10391,,1,✅ Oui,❌ Non,,,,,,
10500,,2,✅ Oui,❌ Non,,,,,,
10501,,1,✅ Oui,❌ Non,,,,,,
10510,,2,✅ Oui,❌ Non,,,,,,
10511,,1,✅ Oui,❌ Non,,,,,,
10520,,2,✅ Oui,❌ Non,,,,,,
10521,,1,✅ Oui,❌ Non,,,,,,
10560,,2,✅ Oui,❌ Non,,,,,,
10561,,1,✅ Oui,❌ Non,,,,,,
10570,,2,✅ Oui,❌ Non,,,,,,
10571,,1,✅ Oui,❌ Non,,,,,,
10590,,2,✅ Oui,❌ Non,,,,,,
10591,,1,✅ Oui,❌ Non,,,,,,
10600,,2,✅ Oui,❌ Non,,,,,,
10601,,1,✅ Oui,❌ Non,,,,,,
10660,,2,✅ Oui,❌ Non,,,,,,
10661,,1,✅ Oui,❌ Non,,,,,,
10680,,2,✅ Oui,❌ Non,,,,,,
10681,,1,✅ Oui,❌ Non,,,,,,
10760,,2,✅ Oui,❌ Non,,,,,,
10761,,1,✅ Oui,❌ Non,,,,,,
10770,,2,✅ Oui,❌ Non,,,,,,
10771,,1,✅ Oui,❌ Non,,,,,,
10790,,2,✅ Oui,❌ Non,,,,,,
10791,,1,✅ Oui,❌ Non,,,,,,
10800,,2,✅ Oui,❌ Non,,,,,,
10801,,1,✅ Oui,❌ Non,,,,,,
10810,,2,✅ Oui,❌ Non,,,,,,
10811,,1,✅ Oui,❌ Non,,,,,,
10820,,2,✅ Oui,❌ Non,,,,,,
10821,,1,✅ Oui,❌ Non,,,,,,
10830,,2,✅ Oui,❌ Non,,,,,,
10831,,1,✅ Oui,❌ Non,,,,,,
10840,,2,✅ Oui,❌ Non,,,,,,
10841,,1,✅ Oui,❌ Non,,,,,,
10850,,2,✅ Oui,❌ Non,,,,,,
10851,,1,✅ Oui,❌ Non,,,,,,
10910,,2,✅ Oui,❌ Non,,,,,,
10911,,1,✅ Oui,❌ Non,,,,,,
10920,,2,✅ Oui,❌ Non,,,,,,
10921,,1,✅ Oui,❌ Non,,,,,,
10940,,2,✅ Oui,❌ Non,,,,,,
10941,,1,✅ Oui,❌ Non,,,,,,
10960,,2,✅ Oui,❌ Non,,,,,,
10961,,1,✅ Oui,❌ Non,,,,,,
10980,,2,✅ Oui,❌ Non,,,,,,
10981,,1,✅ Oui,❌ Non,,,,,,
10990,,2,✅ Oui,❌ Non,,,,,,
10991,,1,✅ Oui,❌ Non,,,,,,
11000,,2,✅ Oui,❌ Non,,,,,,
11001,,1,✅ Oui,❌ Non,,,,,,
11050,,2,✅ Oui,❌ Non,,,,,,
11051,,1,✅ Oui,❌ Non,,,,,,
